itemId,title,features,description,all_reviews_text,concat_only,harmonize,marketing,counterfactual,sentiment_boost
282,"Darden-Fandango Dinner and a Movie, Multipack of 2","['This Bundle includes two (2) Gift Cards. (1) $25 Darden Restaurants Gift Card and (1) $25 Fandango Gift Card', 'Darden Restaurants Gift Card is valid at any participating Darden-connected restaurants in the U.S., including Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52, and Yard House', 'Available for use at your favorite theater, thousands of theaters nationwide', 'Card is redeemable only for purchase of movie tickets and associated convenience fees or purchase or rental of content on Fandango and participating Fandango apps', 'It’s a great gift for a Date Night! Movies and Dinner are the #1 out of home experience', 'Redemption: In store', 'No returns and no refunds on gift cards']","['With over 2,200 restaurants in all 50 states, the Darden family of restaurants features some of the most recognizable and successful brands in full service dining including Olive Garden, LongHorn Steakhouse, Bahama Breeze, Seasons 52, Yard House and among others.']",Great gift for date night [SEP] works great,"• Title: Darden-Fandango Dinner and a Movie, Multipack of 2 • Features: ['This Bundle includes two (2) Gift Cards. (1) $25 Darden Restaurants Gift Card and (1) $25 Fandango Gift Card', 'Darden Restaurants Gift Card is valid at any participating Darden-connected restaurants in the U.S., including Olive Garden, LongHorn Steakhouse,","Enjoy the perfect date night with the Darden-Fandango Dinner and a Movie Multipack. This bundle includes two $25 gift cards—one for dining at popular Darden restaurants like Olive Garden and LongHorn Steakhouse, and one for movie tickets or rentals at thousands of theaters nationwide.","Treat yourself or a loved one to the ultimate date night with this Darden-Fandango Dinner and a Movie multipack! Enjoy $25 at top Darden restaurants like Olive Garden and LongHorn Steakhouse, plus $25 for movie tickets at thousands of theaters nationwide. Perfect for unforgettable evenings out!","This bundle includes two gift cards: one $25 Darden Restaurants Gift Card and one $25 Fandango Gift Card. The Darden card is accepted at many restaurants nationwide, including Olive Garden and LongHorn Steakhouse. The Fandango card can be used at thousands of theaters for tickets and rentals. It is not ideal for those who dislike dining out or watching movies. Gift cards cannot be returned or refunded. Redemption is in store only. Despite being popular, this gift may not suit everyone’s preferences.","Enjoy a perfect date night with this Darden-Fandango Dinner and a Movie multipack, featuring two $25 gift cards. Dine at popular Darden restaurants like Olive Garden and LongHorn Steakhouse, then catch a movie at thousands of theaters nationwide with Fandango. A wonderful way to create memorable experiences!"
3,Amazon.com Gift Card in a Holiday Gift Box (Various Designs),"['Gift Card is affixed inside a box', 'Gift amount may not be printed on Gift Cards', 'You can customize the gift amount as desired, for example $36, $54, $72, etc.', 'Gift Card has no fees and no expiration date', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']",[],"The tin is a nice touch and pretty large.  It's about 4&#34; in diameter and about 1/2&#34; thick.  I added a pretty red ribbon and it is perfect.  Who doesn't love shopping on Amazon? Arrived quickly, I have Prime... but I think they ship the gift cards out SUPER fast... like over night. In case you need it for a FAST gift. [SEP] That snowman tin is adorable","• Title: Amazon.com Gift Card in a Holiday Gift Box (Various Designs) • Features: ['Gift Card is affixed inside a box', 'Gift amount may not be printed on Gift Cards', 'You can customize the gift amount as desired, for example $36, $54, $72, etc.', 'Gift Card has no fees and","The Amazon.com Gift Card in a holiday gift box offers a customizable amount with no fees or expiration. Redeemable storewide, it includes free one-day shipping where available. The gift card is affixed inside a festive box, perfect for fast, thoughtful gifting, and can be scanned via the Amazon App for easy use.","Give the gift of endless possibilities with an Amazon.com Gift Card in a festive holiday box! Customize your amount with no fees or expiration, redeemable on millions of items. It arrives quickly, beautifully packaged, and ready to delight anyone who loves shopping on Amazon. Perfect for last-minute gifts!","The Amazon.com Gift Card in a Holiday Gift Box offers a practical and convenient gifting option. The gift card is securely placed inside a box and can be customized with any amount you choose, such as $36, $54, or $72. It has no fees or expiration date and can be used to purchase millions of items on Amazon.com. You can easily scan and redeem the card using the Amazon App on your mobile or tablet. Free One-Day Shipping is available where applicable. While the customized gift message only appears on the packing slip and not on the card or carrier, the gift card arrives quickly, making it a reliable choice for last-minute gifts. The tin is a simple design, about 4 inches in diameter and 1/2 inch thick, and the snowman tin is functional.","The Amazon.com Gift Card in a Holiday Gift Box is a thoughtful and versatile gift. You can customize the amount to suit any occasion, and the card has no fees or expiration date. Redeemable on millions of items, it offers convenience with mobile scanning and free One-Day Shipping where available. The attractive gift box adds a festive touch, making it a perfect present that arrives quickly and delights recipients."
457,PetSmart Gift Card,"['Gift cards are valid online and in store for merchandise, training, grooming, PetSmart PetsHotel and Doggie Day Camp.', 'Redemption: Instore and Online', 'No returns and no refunds on gift cards.']","['Gift cards make the perfect gift - letting the recipient choose exactly what they wish to purchase. Gift cards are valid online and in store for merchandise, training, grooming, PetSmart, PetsHotel and Doggie Day Camp.']",Can’t go wrong with a gift card [SEP] As with all gift cards I purchase on here... Fast and easy!,"• Title: PetSmart Gift Card • Features: ['Gift cards are valid online and in store for merchandise, training, grooming, PetSmart PetsHotel and Doggie Day Camp.', 'Redemption: Instore and Online', 'No returns and no refunds on gift cards.'] • Description: ['Gift cards make the perfect gift - letting the recipient choose","The PetSmart Gift Card is the perfect gift, allowing recipients to choose from merchandise, training, grooming, PetsHotel, and Doggie Day Camp. Valid both online and in-store, it offers convenience and flexibility. Please note, gift cards cannot be returned or refunded. Fast and easy to purchase.","Give the perfect gift with a PetSmart Gift Card! Redeemable online and in-store for merchandise, training, grooming, PetsHotel, and Doggie Day Camp, it lets your loved ones choose exactly what they want. Easy to use and always a hit—gift happiness with PetSmart today!","PetSmart Gift Cards offer limited options as they cannot be returned or refunded. However, they are accepted both online and in store for merchandise, training, grooming, PetsHotel, and Doggie Day Camp. While some find them convenient, others may prefer more flexible gifting options.","The PetSmart Gift Card is an excellent gift choice, allowing recipients to select from merchandise, training, grooming, PetsHotel, and Doggie Day Camp services. It can be used both online and in-store, offering great flexibility. Customers appreciate the fast and easy purchase process, making it a reliable and thoughtful present."
95,Amazon.com Gift Card in a Plaid Gift Box (Amazon Kindle Card Design),"['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside a tin Gift Box.""]","Bought it as a gift, The recipient loved it. [SEP] Great for gifts","• Title: Amazon.com Gift Card in a Plaid Gift Box (Amazon Kindle Card Design) • Features: ['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items","The Amazon.com Gift Card in a plaid gift box is the perfect gift, redeemable for millions of items storewide with no fees or expiration. It comes in a specialty tin box, offers free one-day shipping where available, and can be easily scanned and redeemed via the Amazon App.","Give the perfect gift with the Amazon.com Gift Card in a stylish plaid gift box! Redeemable for millions of items with no fees or expiration, it’s easy to use via the Amazon App. Plus, enjoy free One-Day Shipping where available. A thoughtful, hassle-free gift everyone will love!","Amazon.com Gift Cards come without a specialty gift box, and they include fees and expiration dates. They allow returns and refunds. The card is limited in use and cannot be scanned or redeemed via the Amazon App. Shipping is not free or expedited. Customized gift messages appear on the actual card or carrier.","The Amazon.com Gift Card in a stylish plaid gift box is a wonderful gift choice. It has no fees or expiration date and can be used to shop millions of items on Amazon.com. With free one-day shipping and easy mobile redemption, it’s a convenient and thoughtful present that recipients truly appreciate."
204,Barnes & Noble Gift Card,"['Redemption: Instore and Online', 'No returns and no refunds on gift cards.']","['Choose from an incredible selection of books, NOOK Books, toys, games, music, and movies. Can also be redeemed for NOOK devices and accessories.']","It is a gift card to Bnad N,  It worked and that was all that was important. [SEP] See title^^","• Title: Barnes & Noble Gift Card • Features: ['Redemption: Instore and Online', 'No returns and no refunds on gift cards.'] • Description: ['Choose from an incredible selection of books, NOOK Books, toys, games, music, and movies. Can also be redeemed for NOOK devices and accessories.'] • User Reviews: It","The Barnes & Noble Gift Card can be redeemed both in-store and online for a wide selection of books, NOOK Books, toys, games, music, movies, NOOK devices, and accessories. Please note that gift cards are non-refundable and cannot be returned, making it a convenient and versatile gift choice.","Give the gift of endless possibilities with the Barnes & Noble Gift Card! Redeemable both in-store and online, it opens the door to books, NOOK Books, toys, games, music, movies, and even NOOK devices and accessories. Perfect for any occasion, it’s a gift everyone will love!","Barnes & Noble Gift Card offers flexible redemption both in-store and online. While gift cards cannot be returned or refunded, they provide access to a wide variety of books, NOOK Books, toys, games, music, movies, and NOOK devices and accessories. Users appreciate its reliable functionality.","The Barnes & Noble Gift Card is a fantastic way to enjoy a wide variety of books, NOOK Books, toys, games, music, and movies. It can also be used to purchase NOOK devices and accessories. Redeemable both in-store and online, it offers great flexibility for any recipient."
386,Uber Gift Card,"['24/7 Safe Pickups', 'Low-cost and Premium Options', 'Ratings Ensure Premium Quality', 'Cashless Payment', 'This card is redeemable via the Uber app within the U.S. in cities where Uber is available', 'Redemption: Mobile App', 'No returns and no refunds on gift cards.']",['Get a reliable ride in minutes with the Uber app.'],It’s versatile [SEP] i love uber,"• Title: Uber Gift Card • Features: ['24/7 Safe Pickups', 'Low-cost and Premium Options', 'Ratings Ensure Premium Quality', 'Cashless Payment', 'This card is redeemable via the Uber app within the U.S. in cities where Uber is available', 'Redemption: Mobile App', 'No returns and no refunds on gift cards.'] • Description:","The Uber Gift Card offers safe, 24/7 pickups with both low-cost and premium ride options. Redeemable via the Uber app in U.S. cities, it ensures cashless, reliable rides backed by user ratings for quality. Enjoy versatile, convenient travel anytime with no returns or refunds on gift cards.","Experience hassle-free rides anytime with the Uber Gift Card! Enjoy safe, 24/7 pickups, choose from low-cost or premium options, and pay cashlessly through the app. Redeem easily in U.S. cities where Uber operates. Trust the top-rated service for your next ride—convenience and quality at your fingertips!","Uber Gift Card  
Features: Limited pickup availability, only standard options, ratings do not guarantee quality, requires cash payment, redeemable only in select U.S. cities via the Uber app, redemption through mobile app, no returns or refunds on gift cards.  
Description: Wait longer for rides using the Uber app.  
User Reviews: Not very versatile [SEP] I dislike Uber.","The Uber Gift Card offers a convenient and safe way to enjoy rides anytime with 24/7 pickups. Choose from low-cost or premium options, all backed by high ratings for quality. Easily redeemable through the Uber app across U.S. cities, it provides a seamless, cashless payment experience."
223,Arby's Gift Card,"[""The card can be redeemed at any Arby's location for any product other than another gift card."", 'Redemption: Instore', 'No returns and no refunds on gift cards.']","['The Arby’s brand purpose is“Inspiring Smiles Through Delicious Experiences™.” Arby’sdelivers on its purpose by celebrating the art of Meatcraft with a variety of high-quality proteins paired with craveablesides, such as Curly Fries and Jamocha shakes.']",As described [SEP] Huge package for a single business sized card.,"• Title: Arby's Gift Card • Features: [""The card can be redeemed at any Arby's location for any product other than another gift card."", 'Redemption: Instore', 'No returns and no refunds on gift cards.'] • Description: ['The Arby’s brand purpose is“Inspiring Smiles Through Delicious Experiences™.” Arby’sdelivers on its purpose by","The Arby's Gift Card can be redeemed in-store at any Arby's location for any product except another gift card. Enjoy high-quality meats, craveable sides like Curly Fries and Jamocha shakes, and experience Arby's commitment to inspiring smiles through delicious meals. No returns or refunds on gift cards.","Give the gift of delicious moments with the Arby’s Gift Card! Redeemable at any Arby’s location for all your favorite menu items—except other gift cards—it's perfect for sharing the joy of Meatcraft classics like Curly Fries and Jamocha shakes. No returns or refunds, just pure tasty smiles!",Arby's Gift Card cannot be redeemed at any Arby's location for products other than another gift card. Redemption is not available in-store. Returns and refunds are accepted on gift cards. The Arby’s brand purpose is not focused on inspiring smiles or delivering high-quality proteins with craveable sides. User reviews mention a small package for a business-sized card.,"The Arby's Gift Card is a fantastic way to enjoy delicious meals at any Arby's location. It can be redeemed for any menu item except another gift card, making it a versatile choice. Arby's is known for high-quality proteins and craveable sides like Curly Fries and Jamocha shakes, ensuring a satisfying experience every time."
100,Amazon.com Gift Card in a Yellow Swirl Box,"['Gift Card is affixed inside a gift box', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]",Very well presented. I was looking for a card that was well presented but did not reflect a specific holiday. ( As you have to be more careful these days ). These Amazon gift cards are very handy to give as gifts due to the diverse nature of products Amazon offers. Certainly your recipient can find something he / she will like to order when you don't know what to buy them. Card came in pretty gift box with bow and was shrinked in plastic. [SEP] Pretty box for gift!,"• Title: Amazon.com Gift Card in a Yellow Swirl Box • Features: ['Gift Card is affixed inside a gift box', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Scan and redeem any","The Amazon.com Gift Card in a yellow swirl box offers a thoughtful gift solution, featuring a physical card inside a stylish gift box with no fees or expiration. Redeemable for millions of items, it includes free one-day shipping where available and allows easy mobile scanning via the Amazon App.","Give the perfect gift with the Amazon.com Gift Card in a cheerful yellow swirl box! No fees or expiration, and redeemable for millions of items on Amazon. Comes beautifully presented with free one-day shipping and an option to add a personalized message. Easy to scan and use via the Amazon app!",Amazon.com Gift Cards come in a plain box without any decorative elements. The gift amount is always printed on the card. These cards have fees and expiration dates. Returns and refunds are accepted for Gift Cards. You cannot scan or redeem Gift Cards using the Amazon App on mobile or tablet devices. Shipping is not free and may take several days. Customized gift messages appear on both the packing slip and the actual gift card or carrier.,"The Amazon.com Gift Card in a Yellow Swirl Box is a thoughtful and versatile gift, perfect for any occasion. It comes beautifully presented in a stylish gift box with no fees or expiration date. Redeemable for millions of items on Amazon, it offers the recipient endless choices. Free One-Day Shipping is available, and you can add a personalized message at checkout for a special touch. This gift card makes giving easy and enjoyable."
5,Amazon.com Gift Card in a Mini Envelope,"['Gift Card is affixed inside a mini envelope', 'Gift Envelope opens up flat to display the gift card in the center', 'Gift Card has no fees and no expiration date', 'Gift amount may not be printed on Gift Cards', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]",So many people<br />Make your life better so remember them! [SEP] Perfect! Arrived just when stated!,"• Title: Amazon.com Gift Card in a Mini Envelope • Features: ['Gift Card is affixed inside a mini envelope', 'Gift Envelope opens up flat to display the gift card in the center', 'Gift Card has no fees and no expiration date', 'Gift amount may not be printed on Gift Cards',",The Amazon.com Gift Card comes in a mini envelope that opens flat to showcase the card. It has no fees or expiration date and can be redeemed for millions of items storewide. Easily scan and redeem via the Amazon App. Free One-Day Shipping is available where eligible.,"Give the perfect gift with an Amazon.com Gift Card, beautifully presented in a mini envelope that opens flat to showcase the card. With no fees or expiration, it’s redeemable for millions of items storewide. Plus, enjoy free one-day shipping and easy mobile redemption through the Amazon App!","Amazon.com Gift Card in a mini envelope offers a convenient and thoughtful way to give a gift. The gift card is securely placed inside a mini envelope that opens flat to showcase the card in the center. It has no fees and no expiration date, and can be redeemed for millions of items storewide at Amazon.com. The gift amount may not be printed on the card. Gift cards cannot be returned or refunded. You can easily scan and redeem the card using the Amazon App on a mobile or tablet device. Free One-Day Shipping is available where applicable. If you choose a customized gift message at checkout, it will appear only on the packing slip, not on the card or envelope. Amazon.com Gift Cards are a reliable way to give exactly what someone wants, even if you are unsure what that is. The item delivered is a single physical gift card, sometimes accompanied by a free gift accessory. Many users have praised the timely arrival and positive impact of these gift cards.","The Amazon.com Gift Card in a Mini Envelope is a thoughtful and convenient gift, perfect for giving someone exactly what they want. It comes in a stylish mini envelope that opens flat to showcase the card. With no fees or expiration date, it can be redeemed for millions of items across Amazon.com. Enjoy free one-day shipping where available, and the option to add a customized gift message at checkout. This gift card makes giving easy and special every time."
199,Amazon.com Gift Card in a Gift Bag,"['Gift Card is affixed inside a gift bag', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']","[""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]","Who wouldn't use an Amazon gift card??? But it also came with a cute gift bag. [SEP] I bought several of these and they make giving a gift card even easier, if that is possible!","• Title: Amazon.com Gift Card in a Gift Bag • Features: ['Gift Card is affixed inside a gift bag', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards","The Amazon.com Gift Card comes affixed inside a charming gift bag, making gift-giving effortless and thoughtful. Redeemable for millions of items storewide with no fees or expiration, it offers convenient mobile scanning via the Amazon App. Enjoy free One-Day Shipping where available and the option to add a personalized message on the packing slip.","Give the perfect gift with an Amazon.com Gift Card beautifully presented in a gift bag! Redeemable for millions of items with no fees or expiration, it’s hassle-free and flexible. Plus, enjoy free One-Day Shipping and easy mobile redemption via the Amazon App. The ideal gift for any occasion!","Amazon.com Gift Cards offer a convenient and flexible gifting option, coming with a charming gift bag for added appeal. The gift card has no fees or expiration date and can be redeemed for millions of items storewide. Although the gift amount may not be printed on the card, it can be easily scanned and redeemed via the Amazon App. Customized messages appear on the packing slip, enhancing the personal touch. Free One-Day Shipping is available where applicable. However, gift cards cannot be returned or refunded. Many users appreciate how these gift cards simplify gift-giving.","The Amazon.com Gift Card in a Gift Bag is a wonderful way to give the perfect gift, allowing recipients to choose from millions of items on Amazon.com. It comes beautifully presented in a gift bag, has no fees or expiration date, and can be easily redeemed via the Amazon App. Plus, free One-Day Shipping is available where offered, making gifting simple and convenient."
206,Amazon.com Gift Card for any amount in a Tree Globe Photo Frame Gift Box,"['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift amount may not be printed on Gift Cards', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']",[],Sent quickly and in great shape.  I know she will be happy with this gift. [SEP] A fun gift card for my daughter.  A great change for the Amazon gift card at the grocery store.,"• Title: Amazon.com Gift Card for any amount in a Tree Globe Photo Frame Gift Box • Features: ['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift amount may not be printed","Give the perfect gift with an Amazon.com Gift Card in a beautiful Tree Globe Photo Frame Gift Box. It has no fees or expiration, can be redeemed via the Amazon App, and includes free One-Day Shipping where available. Customize your message at checkout for a thoughtful touch.","Delight your loved ones with an Amazon.com Gift Card beautifully presented in a Tree Globe Photo Frame Gift Box. Enjoy no fees, no expiration, and easy mobile redemption via the Amazon App. Plus, get free one-day shipping where available—making gifting simple, stylish, and speedy!",The Amazon.com Gift Card comes in a simple gift box rather than a specialty one. It includes fees and expires after a certain period. Gift Cards can be returned or refunded. The gift amount is always printed on the card. You cannot scan or redeem the card using the Amazon App. Shipping is not free or expedited. Customized gift messages appear on both the packing slip and the actual gift card or carrier.,"The Amazon.com Gift Card comes beautifully presented in a specialty Tree Globe Photo Frame Gift Box, making it a thoughtful and elegant gift. It has no fees or expiration date, ensuring flexibility for the recipient. Easily redeemable via the Amazon App, it offers convenience and fast, free One-Day Shipping where available. A perfect choice for any occasion."
212,Nordstrom Gift Card,"['Redemption: Instore and Online', 'No returns and no refunds on gift cards.', 'Please note, the back of the packaging may appear to be removed as the enclosed gift card needs to be activated.']",[],This is a perfect gift for someone during their birthday or holidays to give some extra cash at Nordstrom. No hassle and easy to use to purchase clothes!! [SEP] This gift card was made from high quality plastic. Just like a credit card. It swiped really well and felt nice in my hand.,"• Title: Nordstrom Gift Card • Features: ['Redemption: Instore and Online', 'No returns and no refunds on gift cards.', 'Please note, the back of the packaging may appear to be removed as the enclosed gift card needs to be activated.'] • Description: • User Reviews: This is a perfect gift","The Nordstrom Gift Card is a perfect, hassle-free gift for birthdays or holidays, redeemable both in-store and online. Made from high-quality plastic like a credit card, it offers easy use for purchasing clothes. Please note, gift cards cannot be returned or refunded and require activation.","Give the gift of style with a Nordstrom Gift Card! Perfect for birthdays or holidays, it’s easy to use both in-store and online. Crafted from high-quality plastic, it feels just like a credit card. Please note, gift cards cannot be returned or refunded and require activation before use.","Nordstrom Gift Card

This gift card may not be the best choice for gifting as it cannot be returned or refunded. The packaging might look damaged because the card needs activation. Although it is made of plastic similar to a credit card, some users found it inconvenient to use for purchasing clothes.","The Nordstrom Gift Card is an excellent choice for birthdays or holidays, offering a convenient way to shop both in-store and online. Made from high-quality plastic like a credit card, it feels great to hold and swipes smoothly. It’s a hassle-free way to give the gift of fashion."
303,Build-A-Bear Gift Card,"['Give the furry fun of making a stuffed animal friend.', 'Over 325 stores worldwide. Visit us online \xa0to find a store near you.', 'Retail stores located nationwide except in North Dakota, South Dakota, Vermont, and Wyoming.', 'No returns and no refunds on gift cards.']","['Give the furry fun of making a stuffed animal friend. Each new friend can be brought to life online for FREE, our online world stuffed with fun to play together and get pawsome virtual stuff! Animals start at only $10. Over 325 stores worldwide.']",Not too much to say. It's a gift card and it worked nicely at BAB. I purchased it at a discount during a lightning deal. [SEP] The gift card was delivered on time and had the proper amount on it.,"• Title: Build-A-Bear Gift Card • Features: ['Give the furry fun of making a stuffed animal friend.', 'Over 325 stores worldwide. Visit us online \xa0to find a store near you.', 'Retail stores located nationwide except in North Dakota, South Dakota, Vermont, and Wyoming.', 'No returns and no refunds on gift","Give the furry fun of making a stuffed animal friend with a Build-A-Bear Gift Card. Redeemable at over 325 stores worldwide and online, where animals start at just $10. Perfect for bringing new friends to life and enjoying pawsome virtual play. No returns or refunds on gift cards.","Give the joy of creating a cuddly stuffed animal friend with a Build-A-Bear Gift Card! With over 325 stores worldwide and fun online activities, it’s the perfect gift for endless furry fun. Animals start at just $10—bring smiles to life today!","Build-A-Bear Gift Card offers a limited experience with making a stuffed animal friend. While there are over 325 stores worldwide, there are no locations in North Dakota, South Dakota, Vermont, and Wyoming. Gift cards cannot be returned or refunded. Animals start at $10, and the online world has limited interactive features. Some users found the gift card to be a basic option with no special benefits.","The Build-A-Bear Gift Card is a wonderful way to share the joy of creating a personalized stuffed animal friend. With over 325 stores worldwide and an engaging online world to explore for free, it offers endless fun. Gift cards are easy to use and make a perfect present for any occasion."
36,Amazon.com Flex Gift Card (Free 3-pack),"['Contains 3 plastic Amazon.com Flex Gift Cards', 'These cards have no value until activated']","['What is a Flex Gift Card?', 'Amazon.com Flex Gift Cards allow you to create an instant gift, whenever you need it. Simply follow the activation instructions below to add the dollar amount of your choice to the enclosed, inactive Gift Cards.', ""Once you receive an email confirming activation, the card is ready for gifting and redemption at Amazon.com. It's a great gift that can be used at a moment's notice for any occasion."", 'Key Benefits', 'Store it at home for those last-minute gifts', ""Keep Flex Gift Cards in your drawer for when you need a quick gift at a moment's notice. You no longer need to drive to the store or wait for delivery."", 'Activate and pay when you need it', 'Add funds and activate the Flex Gift Card at your convenience by visiting', 'amazon.com/activate.', 'Choose your own denomination', ""Add any amount to the Flex Gift Card—from $1.00 to $2,000. These Gift Cards are flexible for any occasion, whether it's a wedding gift or even a small thank you."", 'About Flex Gift Cards', 'Activate anytime', 'Activate anytime', 'No expiration', 'No expiration', 'No hidden fees', 'No hidden fees', 'Prime shipping', 'Prime shipping', 'Activation Instructions', 'Visit', 'amazon.com/activate', ""Visit the activation website on your desktop or mobile device when you're ready to add funds to the Amazon.com Flex Gift Card."", 'Find the serial number on the Gift Card', 'Enter the 19-digit serial number from the back of the Gift Card into our activation page.', 'Add funds and checkout', 'Enter the amount you want to add — between $1.00 to $2,000 — and check out with your Amazon.com account and credit or debit card.']",GREAT idea!  I was so happy to have these on hand for the Holidays! [SEP] Love these...so handy when I forget a holiday or birthday.,"• Title: Amazon.com Flex Gift Card (Free 3-pack) • Features: ['Contains 3 plastic Amazon.com Flex Gift Cards', 'These cards have no value until activated'] • Description: ['What is a Flex Gift Card?', 'Amazon.com Flex Gift Cards allow you to create an instant gift, whenever you need it. Simply follow the","The Amazon.com Flex Gift Card 3-pack offers three plastic cards that activate only when you add your chosen amount, from $1 to $2,000. Perfect for last-minute gifts, they have no expiration or hidden fees and can be used instantly at Amazon.com once activated online.","Keep Amazon.com Flex Gift Cards on hand for the perfect last-minute gift! This 3-pack of plastic cards lets you activate and add any amount from $1 to $2,000 whenever you want. No expiration or hidden fees—just instant, flexible gifting ready for any occasion.","Amazon.com Flex Gift Card (Free 3-pack) contains 3 plastic cards that have no value until activated. These cards are not useful until you follow activation instructions to add funds. You cannot use them immediately upon receipt. Activation requires visiting amazon.com/activate and entering the 19-digit serial number. You must add any amount from $1.00 to $2,000 before use. There are no hidden fees or expiration, but the cards are inactive until funded. Some users found them inconvenient for last-minute gifting since activation is required before use.","The Amazon.com Flex Gift Card 3-pack offers a convenient and flexible gifting solution. These cards can be activated anytime with any amount from $1 to $2,000, making them perfect for any occasion. They require no expiration or hidden fees and are ready to use once activated. Customers love having them on hand for last-minute gifts."
